:ID,url,title
&$ X,http://wikis.ala.org/yalsa/index.php?title=States_A_-_H&diff=16555&oldid=11163/yalsa/index.php?title=States_A_-_H&amp;action=info,More information about this page
&$ Y,http://wikis.ala.org/yalsa/index.php?title=States_A_-_H&diff=16555&oldid=11163/yalsa/resources/assets/poweredby_mediawiki_88x31.png,Powered by MediaWiki
&$ Z,http://wikis.ala.org/yalsa/index.php?title=States_A_-_H&diff=16555&oldid=11163/yalsa/index.php/YALSA:Privacy_policy,YALSA:Privacy policy
&$ [,http://wikis.ala.org/yalsa/index.php?title=States_A_-_H&diff=16555&oldid=11163/yalsa/index.php/YALSA:About,YALSA:About
&$ ],http://wikis.ala.org/yalsa/index.php?title=States_A_-_H&diff=16555&oldid=11163/yalsa/index.php/YALSA:General_disclaimer,YALSA:General disclaimer
&$ ^,http://wikisoft.org/help/error-code/dell-4400-error-mesage.html,Fix Dell 4400 Error Mesage - A Repair Guide
&$ _,http://wikisoft.org,Home
&$ `,http://wikisoft.org/contact-us.php,Contact
&$ a,http://wikisoft.org/privacy.php,Privacy
&$ b,http://wikisoft.org/sitemap.xml,Sitemap
&$ c,http://wikisoft.org,Home
&$ d,http://wikisoft.org/help/error-code/,Error Code
&$ e,http://wikisoft.org/download.php,download and run this (Dell 4400 Error Mesage) repair tool
&$ f,http://wikisoft.org/download.php,'Dell 4400 Error Mesage Repair Tool'
&$ g,http://wikisoft.org/download.php,Click Here To Download the Dell 4400 Error Mesage Repair Tool
&$ h,http://en.community.dell.com/support-forums/desktop/f/3514/t/19356069,http://en.community.dell.com/support-forums/desktop/f/3514/t/19356069
&$ i,https://www.cnet.com/forums/discussions/dell-dimension-4400-os-boot-issues-27638/,https://www.cnet.com/forums/discussions/dell-dimension-4400-os-boot-issues-27638/
&$ j,http://www.electronic-servicing.com/dell_dimension_4400_pc_desktop/q910877-desktop_connect_ie_but_error_message,http://www.electronic-servicing.com/dell_dimension_4400_pc_desktop/q910877-desktop_connect_ie_but_er
&$ k,https://answers.yahoo.com/question/index?qid=20090821064130AAcmEe8,https://answers.yahoo.com/question/index?qid=20090821064130AAcmEe8
&$ l,http://wikisoft.org/help/error-code/debian-apache2-error-code-ssl-error-rx-record-too-long.html,debian apache2 error code ssl_error_rx_record_too_long
&$ m,http://wikisoft.org/help/error-code/deb-error-code-256.html,deb error code 256
&$ n,http://wikisoft.org/help/error-code/debug-error-2748.html,debug error 2748
&$ o,http://wikisoft.org/help/error-code/debug-error-code-2105-mac.html,debug error code 2105 mac
&$ p,http://wikisoft.org/help/error-code/debug-card-post-error-codes.html,debug card post error codes
&$ q,http://wikisoft.org/help/error-code/debug-card-error-code-00.html,debug card error code 00
&$ r,http://wikisoft.org/help/error-code/debug-card-error-code-c1.html,debug card error code c1
&$ s,http://wikisoft.org/help/error-code/debian-packager-error-100.html,debian packager error 100
&$ t,http://wikisoft.org/help/error-code/debug-error-2247-database-transform-stream-read-write-failure.html,debug error 2247 database transform stream read/write failure
&$ u,http://wikisoft.org/help/error-code/debugger-error-code-0x2.html,debugger error code 0x2
&$ v,http://wikisoft.org/help/error-code/deadlock-error-code-sybase.html,deadlock error code sybase
&$ w,http://wikisoft.org/help/error-code/debug-card-error-code-ffff.html,debug card error code ffff
&$ x,http://wikisoft.org/help/error-code/de-lg-error-code.html,de lg error code
&$ y,http://wikisoft.org/help/error-code/dead-space-error-code-80.html,dead space error code 80
&$ z,http://wikisoft.org/help/error-code/debug-error-2748-transform.html,debug error 2748 transform
&$ {,http://wikisoft.org/help/error-code/decoder-error-malfuntion.html,decoder error malfuntion
&$ |,http://wikisoft.org/help/error-code/debug-card-error-code-ff.html,debug card error code ff
&$ },http://wikisoft.org/help/error-code/defender-error-code-0x800106ba.html,defender error code 0x800106ba
&$ ~,http://wikisoft.org/help/error-code/defender-error-code-0x80072ee2.html,defender error code 0x80072ee2
&$ !!,http://wikisoft.org/help/error-code/defender-error-code-0x8024402c.html,defender error code 0x8024402c
&$ !#,http://wikisoft.org/help/error-code/define-error-code-103.html,define error code 103
&$ !$,http://wikisoft.org/help/error-code/define-error-code-404.html,define error code 404
&$ !%,http://wikisoft.org/help/error-code/deciphering-windows-error-codes.html,deciphering windows error codes
&$ !&,http://wikisoft.org/help/error-code/defibrillator-error-code-54.html,defibrillator error code 54
&$ !',http://wikisoft.org/help/error-code/defender-error-code-0x80070422.html,defender error code 0x80070422
&$ !(,http://wikisoft.org/help/error-code/defender-error-code-0x8024400e.html,defender error code 0x8024400e
&$ !),http://wikisoft.org/help/error-code/defender-error-code-80004002.html,defender error code 80004002
&$ !*,http://wikisoft.org/help/error-code/defined-error-code-501.html,defined error code 501
&$ !+,http://wikisoft.org/help/error-code/defender-error-code-0x80072efd.html,defender error code 0x80072efd
&$ !-,http://wikisoft.org/help/error-code/defender-error-0x800.html,defender error 0x800
&$ !.,http://wikisoft.org/help/error-code/defender-error-code-0x80040154.html,defender error code 0x80040154
&$ !/,http://wikisoft.org/help/error-code/defined-error-code-103.html,defined error code 103
&$ !0,http://wikisoft.org/help/error-code/defrag-exited-error-code-0.html,defrag exited error code 0
&$ !1,http://wikisoft.org/help/error-code/defrag-exited-error-code-1.html,defrag exited error code 1
&$ !2,http://wikisoft.org/help/error-code/defrag-exe-exited-with-error-code-0.html,defrag.exe exited with error code 0
&$ !3,http://wikisoft.org/help/error-code/delete-files-error-code-43.html,delete files error code 43
&$ !4,http://wikisoft.org/help/error-code/defender-error-code-0x80070426.html,defender error code 0x80070426
&$ !5,http://wikisoft.org/help/error-code/delay-reduce-error-5.html,delay reduce error 5
&$ !6,http://wikisoft.org/help/error-code/defrag-returned-error-code-1.html,defrag returned error code 1
&$ !7,http://wikisoft.org/help/error-code/dell-1545-error-code-0146.html,dell 1545 error code 0146
&$ !8,http://wikisoft.org/help/error-code/deliver-sm-error-codes.html,deliver_sm error codes
&$ !9,http://wikisoft.org/help/error-code/dell-0148-error-code.html,dell 0148 error code
&$ !:,http://wikisoft.org/help/error-code/dell-6850-error-codes.html,dell 6850 error codes
&$ !;,http://wikisoft.org/help/error-code/dell-740-error-codes.html,dell 740 error codes
&$ !<,http://wikisoft.org/help/error-code/dell-0f00-error-codes.html,dell 0f00 error codes
&$ !=,http://wikisoft.org/help/error-code/dell-0141-error-code.html,dell 0141 error code
&$ !>,http://wikisoft.org/help/error-code/dell-34-error-code.html,dell 34 error code
&$ !?,http://wikisoft.org/help/error-code/dell-battery-led-error-codes.html,dell battery led error codes
&$ !@,http://wikisoft.org/help/error-code/dell-32-bit-diagnostic-error-codes.html,dell 32-bit diagnostic error codes
&$ !A,http://wikisoft.org/help/error-code/dell-132t-error-code-6.html,dell 132t error code 6
&$ !B,http://wikisoft.org/help/error-code/dell-bios-update-error-code-1275.html,dell bios update error code 1275
&$ !C,http://wikisoft.org/help/error-code/delivery-report-error-codes.html,delivery report error codes
&$ !D,http://wikisoft.org/help/error-code/dell-755-hdd-error-code.html,dell 755 hdd error code
&$ !E,http://wikisoft.org/help/error-code/dell-blink-error-codes.html,dell blink error codes
&$ !F,http://wikisoft.org/help/error-code/dell-32-bit-error-codes.html,dell 32 bit error codes
&$ !G,http://wikisoft.org/help/error-code/dekaron-error-code-46.html,dekaron error code 46
&$ !H,http://wikisoft.org/help/error-code/dell-390-error-codes.html,dell 390 error codes
&$ !I,http://wikisoft.org/help/error-code/dell-computer-error-codes-0142.html,dell computer error codes 0142
&$ !J,http://wikisoft.org/help/error-code/dell-audio-error-codes.html,dell audio error codes
&$ !K,http://wikisoft.org/help/error-code/dell-1-3-2-error-code.html,dell 1-3-2 error code
&$ !L,http://wikisoft.org/help/error-code/dell-diagnostics-error-codes-0142.html,dell diagnostics error codes 0142
&$ !M,http://wikisoft.org/help/error-code/dell-boot-up-error-codes.html,dell boot up error codes
&$ !N,http://wikisoft.org/help/error-code/dell-diagnostic-test-error-code-0142.html,dell diagnostic test error code 0142
&$ !O,http://wikisoft.org/help/error-code/dell-code-10-error.html,dell code 10 error
&$ !P,http://wikisoft.org/help/error-code/dell-diagnostics-error-code-0146.html,dell diagnostics error code 0146
&$ !Q,http://wikisoft.org/help/error-code/dell-bios-error-code-0146.html,dell bios error code 0146
&$ !R,http://wikisoft.org/help/error-code/dell-diagnostics-error-code-0f00-0244.html,dell diagnostics error code 0f00 0244
&$ !S,http://wikisoft.org/help/error-code/dell-computer-error-code-1344.html,dell computer error code 1344
&$ !T,http://wikisoft.org/help/error-code/dell-computer-error-codes-0146.html,dell computer error codes 0146
&$ !U,http://wikisoft.org/help/error-code/dell-code-19-error.html,dell code 19 error
&$ !V,http://wikisoft.org/help/error-code/dell-diagnostics-error-code-0212.html,dell diagnostics error code 0212
&$ !W,http://wikisoft.org/help/error-code/dell-boot-error-codes.html,dell boot error codes
&$ !X,http://wikisoft.org/help/error-code/dell-computer-error-codes-3-4.html,dell computer error codes 3 4
&$ !Y,http://wikisoft.org/help/error-code/dell-diagnostic-0146-error.html,dell diagnostic 0146 error
&$ !Z,http://wikisoft.org/help/error-code/dell-diagnostic-error-codes-0142.html,dell diagnostic error codes 0142
&$ ![,http://wikisoft.org/images/button.png,""
&$ !],http://wikisoft.org/download.php,""
&$ !^,http://wikisoft.org/images/4-5stars.png,Stars!
&$ !_,http://wikisoft.org/images/reimagepcrepair.jpg,Download the repair tool to fix your computer
&$ !`,http://wikisoft.org/download.php,""
&$ !a,http://wikisoft.org/download.php,Download Dell 4400 Error Mesage Repair Tool
&$ !b,http://wikisoft.org/images/windows-logo-square.png,""
&$ !c,http://wikisoft.org/images/windows-logo-square1.png,""
&$ !d,http://wikisoft.org/download.php,""
&$ !e,http://wikisoft.org,Home
&$ !f,http://wikisoft.org/contact-us.php,Contact
&$ !g,http://wikisoft.org/privacy.php,Privacy
&$ !h,http://wikisoft.org/sitemap.xml,Sitemap
&$ !i,http://wikiss.tuxfamily.org/demo/?page=Accueil,WiKiss: Demonstration de la version SVN - Accueil
&$ !j,http://wikiss.tuxfamily.org/,WiKiss
&$ !k,http://wikiss.tuxfamily.org/,http://wikiss.tuxfamily.org/
&$ !l,http://wikiss.tuxfamily.org/?page=Installation,installation
&$ !m,http://wikiss.tuxfamily.org/?page=Utilisation,documentation
&$ !n,http://wikiss.tuxfamily.org/?page=Configuration,configuration
&$ !o,http://wikiss.tuxfamily.org/?page=Listes,liste de diffusion
&$ !p,http://wikiss.tuxfamily.org/?page=Langues,doc
&$ !q,http://wikiss.tuxfamily.org/?page=svn:wkp_Menu,doc
&$ !r,http://wikiss.tuxfamily.org/?page=svn:wkp_ListPlugins,doc
&$ !s,http://wikiss.tuxfamily.org/?page=svn:wkp_Upload,doc
&$ !t,http://wikiss.tuxfamily.org/bts/,bugs
&$ !u,http://wikiss.tuxfamily.org/?page=Changelog,Changelog
&$ !v,http://wikiss.tuxfamily.org/?page=Listes,liste de discutions
&$ !w,http://wikiss.tuxfamily.org/bts/,Bug Tracking System
&$ !x,http://wikiss.tuxfamily.org/?page=Plugin,développant des plugins
&$ !y,http://wikiss.tuxfamily.org/,WiKiss 0.4beta1
&$ !z,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history,"Revision history of ""Antalya"" - Wikitravel"
&$ !{,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Special:Log&amp;page=Antalya,Special:Log
&$ !|,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php,""
&$ !},http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Tags,Special:Tags
&$ !~,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;dir=prev&amp;action=history,Antalya
&$ #!,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=20141211135531&amp;action=history,Antalya
&$ ##,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=&amp;limit=20&amp;action=history,Antalya
&$ #$,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=&amp;limit=50&amp;action=history,Antalya
&$ #%,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=&amp;limit=100&amp;action=history,Antalya
&$ #&,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=&amp;limit=250&amp;action=history,Antalya
&$ #',http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;offset=&amp;limit=500&amp;action=history,Antalya
&$ #(,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php,""
&$ #),http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2457063,Antalya
&$ #*,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2457081,Antalya
&$ #+,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User:Binbin,User:Binbin
&$ #-,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Binbin,User talk:Binbin
&$ #.,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Binbin,Special:Contributions/Binbin
&$ #/,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2457063&amp;undo=2457081,&quot;Undo&quot; reverts this edit and opens the edit form in preview mode. It allows adding a reason in the summary.
&$ #0,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2457063,Antalya
&$ #1,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457063&amp;oldid=2457062,Antalya
&$ #2,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2457063,Antalya
&$ #3,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=User:Selimimre&amp;action=edit&amp;redlink=1,User:Selimimre (page does not exist)
&$ #4,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Selimimre,User talk:Selimimre
&$ #5,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Selimimre,Special:Contributions/Selimimre
&$ #6,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Antalya#Splurge,Antalya
&$ #7,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2457062&amp;undo=2457063,Antalya
&$ #8,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2457062,Antalya
&$ #9,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457062&amp;oldid=2457061,Antalya
&$ #:,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2457062,Antalya
&$ #;,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=User:Selimimre&amp;action=edit&amp;redlink=1,User:Selimimre (page does not exist)
&$ #<,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Selimimre,User talk:Selimimre
&$ #=,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Selimimre,Special:Contributions/Selimimre
&$ #>,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Antalya#Splurge,Antalya
&$ #?,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2457061&amp;undo=2457062,Antalya
&$ #@,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2457061,Antalya
&$ #A,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457061&amp;oldid=2457060,Antalya
&$ #B,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2457061,Antalya
&$ #C,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=User:Selimimre&amp;action=edit&amp;redlink=1,User:Selimimre (page does not exist)
&$ #D,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Selimimre,User talk:Selimimre
&$ #E,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Selimimre,Special:Contributions/Selimimre
&$ #F,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Antalya#Splurge,Antalya
&$ #G,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2457060&amp;undo=2457061,Antalya
&$ #H,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2457060,Antalya
&$ #I,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457060&amp;oldid=2450936,Antalya
&$ #J,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2457060,Antalya
&$ #K,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=User:Selimimre&amp;action=edit&amp;redlink=1,User:Selimimre (page does not exist)
&$ #L,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Selimimre,User talk:Selimimre
&$ #M,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Selimimre,Special:Contributions/Selimimre
&$ #N,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Antalya#Splurge,Antalya
&$ #O,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2450936&amp;undo=2457060,Antalya
&$ #P,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2457081&amp;oldid=2450936,Antalya
&$ #Q,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;diff=2450936&amp;oldid=2450933,Antalya
&$ #R,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;oldid=2450936,Antalya
&$ #S,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=User:Ariassos&amp;action=edit&amp;redlink=1,User:Ariassos (page does not exist)
&$ #T,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/User_talk:Ariassos,User talk:Ariassos
&$ #U,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Special:Contributions/Ariassos,Special:Contributions/Ariassos
&$ #V,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/en/Antalya#By_bus,Antalya
&$ #W,http://wikitravel.org/wiki/en/index.php?title=Antalya&offset=&limit=50&action=history/wiki/en/index.php?title=Antalya&amp;action=edit&amp;undoafter=2450933&amp;undo=2450936,Antalya
